,u,v,adamic_adar
610675,freedom of choice,statistics,0.258317766807
610676,freedom of choice,conflict of interest,0.258317766807
610701,freedom of choice,generation of children,0.258317766807
610741,freedom of choice,state level,0.258317766807
610747,freedom of choice,vaccines are safe,0.258317766807
610793,freedom of choice,fraudulent,0.258317766807
610805,freedom of choice,deceitful social engineering,0.258317766807
610822,humanity,government,0.258317766807
610823,humanity,vaccine efficacy,0.258317766807
610883,humanity,CDC documents,0.258317766807
610946,humanity,statistics,0.258317766807
610947,humanity,conflict of interest,0.258317766807
610972,humanity,generation of children,0.258317766807
611012,humanity,state level,0.258317766807
611018,humanity,vaccines are safe,0.258317766807
611064,humanity,fraudulent,0.258317766807
611076,humanity,deceitful social engineering,0.258317766807
611366,dangerous medical intervention,pandemic H1N1 swine flu,0.219089332814
611379,dangerous medical intervention,toxic chemical ingredients,0.219089332814
611390,dangerous medical intervention,benefit,0.219089332814
611400,dangerous medical intervention,mentally challenged,0.219089332814
611435,dangerous medical intervention,compromised immunity,0.219089332814
611439,dangerous medical intervention,schedule,0.219089332814
611442,dangerous medical intervention,side effects,0.219089332814
611465,dangerous medical intervention,Americans,0.219089332814
611469,dangerous medical intervention,Big Pharma,0.219089332814
611489,dangerous medical intervention,heavy metals,0.219089332814
611501,dangerous medical intervention,righteous anger,0.219089332814
611542,dangerous medical intervention,unsafe,0.219089332814
611558,dangerous medical intervention,SB 277,0.219089332814
611559,dangerous medical intervention,autism,0.219089332814
611575,dangerous medical intervention,students,0.219089332814
611577,dangerous medical intervention,vaccine-injured children,0.219089332814
611599,dangerous medical intervention,African women,0.219089332814
611638,vaccines spread disease,corporate-controlled science,0.360673760222
611739,vaccines spread disease,pharmaceutical companies,0.360673760222
611826,vaccines spread disease,SB 277,0.360673760222
611877,vaccines spread disease,for sale,0.360673760222
612147,profitable drugs,profits,1.44269504089
612164,victims,simultaneous vaccinations,0.24524606181
612165,victims,chewable multivitamin,0.24524606181
612180,victims,toxic chemical ingredients,0.662278453234
612195,victims,vaccine-injured families,0.417032391424
612196,victims,Norwegian government,0.558110626551
612200,victims,people,0.417032391424
612256,victims,Global Post,0.24524606181
612270,victims,Big Pharma,0.24524606181
612279,victims,ADHD,0.24524606181
612289,victims,heavy metals,0.417032391424
612314,victims,brain-damaged,0.24524606181
612323,victims,normal life,0.24524606181
612339,victims,deaths,0.24524606181
612358,victims,SB 277,0.24524606181
612359,victims,autism,0.24524606181
612386,victims,central nervous system inflammatory demyelination,0.24524606181
612398,victims,informed consent,0.24524606181
612686,government,health insurance,0.314657980444
612689,government,poisoning children,0.314657980444
612692,government,vaccine efficacy,0.258317766807
612711,government,Elmo,0.721347520444
612752,government,CDC documents,0.258317766807
612779,government,post,0.480898346963
612801,government,pharmaceutical companies,0.910239226627
612813,government,statistics,0.258317766807
612814,government,conflict of interest,0.258317766807
612839,government,generation of children,0.258317766807
612866,government,adults,0.480898346963
612867,government,deaths,0.314657980444
612878,government,state level,0.258317766807
612884,government,vaccines are safe,0.979665287252
612886,government,SB 277,0.314657980444
612887,government,autism,0.558110626551
612894,government,you,0.480898346963
612928,government,genetic testing,0.314657980444
612930,government,fraudulent,0.258317766807
612939,government,symptoms of autism,0.558110626551
612942,government,deceitful social engineering,0.258317766807
613111,house of cards,Washington Post,0.62133493456
613218,simultaneous vaccinations,vaccine efficacy,0.274907577742
613219,simultaneous vaccinations,chewable multivitamin,0.24524606181
613234,simultaneous vaccinations,toxic chemical ingredients,0.24524606181
613246,simultaneous vaccinations,infant death after vaccination,0.833018204294
613254,simultaneous vaccinations,people,0.274907577742
613310,simultaneous vaccinations,Global Post,0.24524606181
613316,simultaneous vaccinations,real risks,0.274907577742
613324,simultaneous vaccinations,Big Pharma,0.24524606181
613333,simultaneous vaccinations,ADHD,0.24524606181
613335,simultaneous vaccinations,mercury is safe,0.274907577742
613336,simultaneous vaccinations,delusional,0.274907577742
613337,simultaneous vaccinations,Andrew Wakefield,0.274907577742
613358,simultaneous vaccinations,cod-liver oil,0.274907577742
613367,simultaneous vaccinations,brain-damaged,0.24524606181
613376,simultaneous vaccinations,normal life,0.24524606181
613391,simultaneous vaccinations,deaths,0.24524606181
613401,simultaneous vaccinations,harassment,0.274907577742
613408,simultaneous vaccinations,vaccines are safe,0.274907577742
613410,simultaneous vaccinations,SB 277,0.24524606181
613411,simultaneous vaccinations,autism,0.24524606181
613418,simultaneous vaccinations,you,0.274907577742
613438,simultaneous vaccinations,central nervous system inflammatory demyelination,0.24524606181
613450,simultaneous vaccinations,informed consent,0.520153639552
613635,fraud,criminal fraud,0.37892318169
613656,fraud,Rep. Bill Posey,0.37892318169
613754,chewable multivitamin,toxic chemical ingredients,0.24524606181
613830,chewable multivitamin,Global Post,0.24524606181
613844,chewable multivitamin,Big Pharma,0.24524606181
613853,chewable multivitamin,ADHD,0.24524606181
613887,chewable multivitamin,brain-damaged,0.24524606181
613896,chewable multivitamin,normal life,0.24524606181
613912,chewable multivitamin,deaths,0.24524606181
613931,chewable multivitamin,SB 277,0.24524606181
613932,chewable multivitamin,autism,0.24524606181
613958,chewable multivitamin,Miles Laboratory,0.910239226627
613959,chewable multivitamin,central nervous system inflammatory demyelination,0.24524606181
613970,chewable multivitamin,informed consent,0.24524606181
614002,general population,Vitamin B12,0.434294481903
614190,general population,SB 277,0.480898346963
614271,pandemic H1N1 swine flu,toxic chemical ingredients,0.219089332814
614282,pandemic H1N1 swine flu,benefit,0.219089332814
614292,pandemic H1N1 swine flu,mentally challenged,0.219089332814
614316,pandemic H1N1 swine flu,immunization,0.314657980444
614327,pandemic H1N1 swine flu,compromised immunity,0.219089332814
614331,pandemic H1N1 swine flu,schedule,0.219089332814
614334,pandemic H1N1 swine flu,side effects,0.219089332814
614357,pandemic H1N1 swine flu,Americans,0.219089332814
614361,pandemic H1N1 swine flu,Big Pharma,0.219089332814
614378,pandemic H1N1 swine flu,behavior changes,0.314657980444
614380,pandemic H1N1 swine flu,heavy metals,0.219089332814
614391,pandemic H1N1 swine flu,righteous anger,0.219089332814
614431,pandemic H1N1 swine flu,Jimmy Kimmel,0.314657980444
614432,pandemic H1N1 swine flu,unsafe,0.219089332814
614448,pandemic H1N1 swine flu,SB 277,0.219089332814
614449,pandemic H1N1 swine flu,autism,0.533747313258
614460,pandemic H1N1 swine flu,Bell's Palsy,0.345976256261
614465,pandemic H1N1 swine flu,students,0.219089332814
614467,pandemic H1N1 swine flu,vaccine-injured children,0.219089332814
614471,pandemic H1N1 swine flu,social size,0.314657980444
614487,pandemic H1N1 swine flu,informed consent,0.314657980444
614488,pandemic H1N1 swine flu,African women,0.219089332814
614812,traffic,peer bullying,0.389871245251
614815,traffic,school bus staff,0.389871245251
614842,traffic,school isolation rooms,0.389871245251
614869,traffic,special needs staff,0.389871245251
614950,traffic,wander off,0.389871245251
614975,traffic,millions of dollars,0.389871245251
615131,corporate-controlled science,pharmaceutical companies,0.360673760222
615216,corporate-controlled science,SB 277,0.360673760222
615266,corporate-controlled science,for sale,0.360673760222
615333,environmental issues,genetics,0.721347520444
615884,lymphoma,Americans,0.434294481903
616338,denying responsibility,benefits of drug,0.296974204373
616355,denying responsibility,compromised immunity,0.296974204373
616362,denying responsibility,side effects,0.296974204373
616365,denying responsibility,paying bribes,0.296974204373
616391,denying responsibility,Bush Administration,0.296974204373
616398,denying responsibility,wrong doing,0.296974204373
616418,denying responsibility,righteous anger,0.296974204373
616447,denying responsibility,falsifying drug study results,0.296974204373
616493,denying responsibility,vaccine-injured children,0.296974204373
616593,human DNA,shingles risk,0.37892318169
616603,human DNA,compromised immunity,0.37892318169
616620,human DNA,pig gelatin,0.37892318169
616957,necessary,Rep. Bill Posey,0.434294481903
616989,necessary,incidence,0.434294481903
617034,toxic chemical ingredients,endotoxins,0.279055313276
617052,toxic chemical ingredients,benefit,0.219089332814
617056,toxic chemical ingredients,vaccine-injured families,0.417032391424
617061,toxic chemical ingredients,people,0.417032391424
617062,toxic chemical ingredients,mentally challenged,0.219089332814
617074,toxic chemical ingredients,link,0.279055313276
617097,toxic chemical ingredients,compromised immunity,0.219089332814
617101,toxic chemical ingredients,schedule,0.219089332814
617104,toxic chemical ingredients,side effects,0.777199959365
617117,toxic chemical ingredients,Global Post,0.24524606181
617118,toxic chemical ingredients,male neonates,0.279055313276
617127,toxic chemical ingredients,Americans,0.219089332814
617131,toxic chemical ingredients,Big Pharma,0.464335394624
617140,toxic chemical ingredients,ADHD,0.24524606181
617150,toxic chemical ingredients,heavy metals,0.636121724238
617156,toxic chemical ingredients,environmental chemicals,0.279055313276
617161,toxic chemical ingredients,righteous anger,0.219089332814
617173,toxic chemical ingredients,brain-damaged,0.24524606181
617182,toxic chemical ingredients,normal life,0.24524606181
617197,toxic chemical ingredients,deaths,0.24524606181
617200,toxic chemical ingredients,unsafe,0.219089332814
617232,toxic chemical ingredients,students,0.219089332814
617234,toxic chemical ingredients,vaccine-injured children,0.49814464609
617243,toxic chemical ingredients,central nervous system inflammatory demyelination,0.24524606181
617254,toxic chemical ingredients,informed consent,0.579054262505
617255,toxic chemical ingredients,African women,0.219089332814
617259,toxic chemical ingredients,electromagnetic fields,0.279055313276
617546,Elmo,vaccine-injured families,0.51389834237
617705,Elmo,vaccines are safe,1.23524586281
617763,measles decline,one specific age range,0.721347520444
617771,measles decline,vaccine efficacy,0.255622218635
617775,measles decline,neurological disorders,0.255622218635
617808,measles decline,link,0.255622218635
617818,measles decline,CDC documents,0.255622218635
617823,measles decline,swine flu panic campaign,0.255622218635
617824,measles decline,polio vaccine,0.255622218635
617837,measles decline,marketing,0.480898346963
617844,measles decline,vaccination issue,0.255622218635
617886,measles decline,lives of children,0.255622218635
617898,measles decline,measles mortality,0.558110626551
617902,measles decline,failure,0.558110626551
617908,measles decline,black lives matter,0.255622218635
617924,measles decline,number of measles cases,0.255622218635
617934,measles decline,Rep. Bill Posey,0.736520565598
617947,measles decline,vaccines are safe,0.255622218635
617950,measles decline,autism,0.255622218635
617972,measles decline,Baby Boom,0.255622218635
617977,measles decline,Robert F. Kennedy Jr.,0.480898346963
617978,measles decline,measles cases,0.255622218635
617987,measles decline,African women,0.480898346963
618006,U.S. population,runny nose,0.339623271895
618067,U.S. population,measles vaccine,0.339623271895
618084,U.S. population,red spots on body,0.339623271895
618140,U.S. population,cod-liver oil,0.339623271895
618149,U.S. population,poor access to medical care,0.339623271895
618192,U.S. population,autism,0.339623271895
618259,thimerosal-induced cellular damage,WHO vaccine specialists,0.250690398439
618260,thimerosal-induced cellular damage,neurological disorders,0.250690398439
618269,thimerosal-induced cellular damage,fetal toxin,0.250690398439
618300,thimerosal-induced cellular damage,culprit,0.250690398439
618303,thimerosal-induced cellular damage,cellular toxicity,0.250690398439
618351,thimerosal-induced cellular damage,pharmaceutical companies,0.250690398439
618410,thimerosal-induced cellular damage,mercury based preservative,0.250690398439
618428,thimerosal-induced cellular damage,metal compounds,0.250690398439
618434,thimerosal-induced cellular damage,autism,0.250690398439
618463,thimerosal-induced cellular damage,The Vaccine and Autism Congressional Hearing,0.250690398439
618704,drug industry's greed,pro-vaccination,0.480898346963
618892,girl,adults,0.389871245251
618918,girl,you,0.389871245251
619083,immunization,behavior changes,0.314657980444
619133,immunization,Jimmy Kimmel,0.314657980444
619141,immunization,autism,0.314657980444
619172,immunization,social size,0.314657980444
619188,immunization,informed consent,0.314657980444
619466,side effects,benefit,0.219089332814
619476,side effects,mentally challenged,0.219089332814
619493,side effects,benefits of drug,0.296974204373
619508,side effects,compromised immunity,0.516063537187
619512,side effects,schedule,0.219089332814
619517,side effects,paying bribes,0.296974204373
619537,side effects,Americans,0.219089332814
619541,side effects,Big Pharma,0.219089332814
619543,side effects,Bush Administration,0.296974204373
619550,side effects,wrong doing,0.296974204373
619559,side effects,heavy metals,0.219089332814
619570,side effects,righteous anger,0.516063537187
619597,side effects,falsifying drug study results,0.296974204373
619608,side effects,unsafe,0.219089332814
619615,side effects,autism,0.219089332814
619624,side effects,SB 277,0.219089332814
619640,side effects,students,0.219089332814
619642,side effects,vaccine-injured children,0.516063537187
619663,side effects,African women,0.219089332814
619710,vaccine-injured families,people,0.417032391424
619795,vaccine-injured families,heavy metals,0.417032391424
619858,vaccine-injured families,vaccines are safe,0.51389834237
620178,right,people,0.328458738753
620275,right,vaccination decisions,0.328458738753
620327,right,SB 277,0.328458738753
621099,people,infant death after vaccination,0.274907577742
621113,people,harassment,0.274907577742
621144,people,vaccination issue,0.480898346963
621175,people,mercury is safe,0.274907577742
621176,people,delusional,0.274907577742
621177,people,Andrew Wakefield,0.274907577742
621183,people,heavy metals,0.417032391424
621195,people,vaccination decisions,0.328458738753
621197,people,cod-liver oil,0.274907577742
621199,people,human biology,0.288539008178
621201,people,failure,0.910239226627
621204,people,rational doctor,0.288539008178
621217,people,infants,0.274907577742
621234,people,real risks,0.274907577742
621246,people,SB 277,0.328458738753
621253,people,you,0.788805920112
621254,people,nervous system,0.288539008178
621283,people,Jenny McCarthy,0.455119613313
621286,people,children with severe ASDs,0.288539008178
621289,people,Tdap vaccine,0.910239226627
621292,people,medical dictatorship,0.434294481903
621323,mentally challenged,benefit,0.219089332814
621357,mentally challenged,compromised immunity,0.219089332814
621361,mentally challenged,schedule,0.219089332814
621386,mentally challenged,Americans,0.219089332814
621390,mentally challenged,Big Pharma,0.219089332814
621409,mentally challenged,heavy metals,0.219089332814
621420,mentally challenged,righteous anger,0.219089332814
621458,mentally challenged,unsafe,0.219089332814
621465,mentally challenged,autism,0.219089332814
621474,mentally challenged,SB 277,0.219089332814
621490,mentally challenged,students,0.219089332814
621492,mentally challenged,vaccine-injured children,0.219089332814
621513,mentally challenged,African women,0.219089332814
621544,radicalism,America,1.44269504089
621824,modus operandi,post,0.51389834237
621992,imprisonment,vaccine efficacy,0.328458738753
621995,imprisonment,deliberate release of toxins,0.328458738753
622061,imprisonment,mass arrest,0.328458738753
622099,imprisonment,clinical research,0.328458738753
622152,imprisonment,vaccines are safe,0.328458738753
622192,imprisonment,informed consent,0.328458738753
622295,pharma-controlled press,Big Pharma,0.910239226627
622368,pharma-controlled press,autism,0.434294481903
622391,pharma-controlled press,escalating health conditions,0.434294481903
622397,pharma-controlled press,Josh Hadfield,0.558110626551
622709,elderly,Triton X-100,0.296974204373
622721,elderly,solid evidence,0.296974204373
622733,elderly,Americans,0.296974204373
622736,elderly,risk of pneumonia,0.296974204373
622739,elderly,pharmaceutical companies,0.855084830925
622791,elderly,infants,0.296974204373
622812,elderly,autism,0.910239226627
622820,elderly,Polysorbate 80,0.296974204373
622889,WHO vaccine specialists,neurological disorders,0.250690398439
622897,WHO vaccine specialists,fetal toxin,0.250690398439
622913,WHO vaccine specialists,culprit,0.250690398439
622916,WHO vaccine specialists,cellular toxicity,0.250690398439
622961,WHO vaccine specialists,pharmaceutical companies,0.250690398439
623020,WHO vaccine specialists,mercury based preservative,0.250690398439
623034,WHO vaccine specialists,autism,0.250690398439
623038,WHO vaccine specialists,metal compounds,0.250690398439
623073,WHO vaccine specialists,The Vaccine and Autism Congressional Hearing,0.250690398439
623107,real risks,vaccine efficacy,0.274907577742
623121,real risks,infant death after vaccination,0.614530849638
623129,real risks,harassment,0.274907577742
623192,real risks,mercury is safe,0.274907577742
623193,real risks,delusional,0.274907577742
623194,real risks,Andrew Wakefield,0.274907577742
623211,real risks,righteous anger,0.339623271895
623215,real risks,cod-liver oil,0.274907577742
623226,real risks,infant death,0.339623271895
623235,real risks,infants,0.274907577742
623251,real risks,Baker College nursing school instructors,0.339623271895
623263,real risks,vaccines are safe,0.274907577742
623272,real risks,you,0.274907577742
623303,real risks,informed consent,0.274907577742
623309,real risks,Tdap vaccine,0.339623271895
623345,school bus staff,peer bullying,0.389871245251
623371,school bus staff,school isolation rooms,0.389871245251
623397,school bus staff,special needs staff,0.389871245251
623474,school bus staff,wander off,0.389871245251
623498,school bus staff,millions of dollars,0.389871245251
623695,food supply,autism,0.417032391424
623704,food supply,SB 277,0.417032391424
623784,millions of dollars,peer bullying,0.389871245251
623809,millions of dollars,school isolation rooms,0.389871245251
623822,millions of dollars,court of law,0.402429604382
623835,millions of dollars,special needs staff,0.389871245251
623847,millions of dollars,extraordinary powers,0.402429604382
623911,millions of dollars,wander off,0.389871245251
623924,millions of dollars,politicians,0.62133493456
623985,harassment,vaccine efficacy,0.274907577742
623999,harassment,infant death after vaccination,0.274907577742
624067,harassment,mercury is safe,0.274907577742
624068,harassment,delusional,0.274907577742
624069,harassment,Andrew Wakefield,0.274907577742
624090,harassment,cod-liver oil,0.274907577742
624109,harassment,infants,0.274907577742
624130,harassment,state level,0.434294481903
624136,harassment,vaccines are safe,0.274907577742
624145,harassment,you,0.709202059646
624176,harassment,informed consent,0.274907577742
624203,vaccination rate,diptheria vaccine,0.352956123865
624233,vaccination rate,polio vaccine,0.352956123865
624235,vaccination rate,measles vaccine,0.352956123865
624305,vaccination rate,measles mortality,0.352956123865
624365,vaccination rate,pertussis vaccine,0.352956123865
624383,vaccination rate,measles cases,0.352956123865
624773,escalating health conditions,autism,0.434294481903
625058,mercury is safe,vaccine efficacy,0.274907577742
625071,mercury is safe,infant death after vaccination,0.274907577742
625138,mercury is safe,delusional,0.274907577742
625139,mercury is safe,Andrew Wakefield,0.274907577742
625160,mercury is safe,cod-liver oil,0.274907577742
625179,mercury is safe,infants,0.274907577742
625206,mercury is safe,vaccines are safe,0.274907577742
625215,mercury is safe,you,0.274907577742
625246,mercury is safe,informed consent,0.274907577742
625339,genetics,pharmaceutical companies,0.281266414063
625352,genetics,statistics,0.281266414063
625353,genetics,conflict of interest,0.281266414063
625407,genetics,New York Times,0.281266414063
625417,genetics,vaccines are safe,0.281266414063
625419,genetics,SB 277,0.281266414063
625432,genetics,Washington Post,0.281266414063
625437,genetics,vaccine-injured children,0.281266414063
625485,culprit,neurological disorders,0.250690398439
625492,culprit,fetal toxin,0.250690398439
625505,culprit,cellular toxicity,0.250690398439
625550,culprit,pharmaceutical companies,0.250690398439
625607,culprit,mercury based preservative,0.250690398439
625621,culprit,autism,0.250690398439
625625,culprit,metal compounds,0.250690398439
625660,culprit,The Vaccine and Autism Congressional Hearing,0.250690398439
625899,generation of children,vaccine efficacy,0.258317766807
625922,generation of children,CDC documents,0.258317766807
625981,generation of children,statistics,0.258317766807
625982,generation of children,conflict of interest,0.258317766807
626040,generation of children,state level,0.258317766807
626046,generation of children,vaccines are safe,0.258317766807
626088,generation of children,fraudulent,0.258317766807
626098,generation of children,deceitful social engineering,0.258317766807
626102,poisoning children,health insurance,0.314657980444
626215,poisoning children,brain-damaged,0.480898346963
626236,poisoning children,deaths,0.314657980444
626255,poisoning children,SB 277,0.314657980444
626293,poisoning children,genetic testing,0.314657980444
626313,CDC documents,vaccine efficacy,0.513939985443
626317,CDC documents,neurological disorders,0.255622218635
626332,CDC documents,link,0.255622218635
626339,CDC documents,swine flu panic campaign,0.255622218635
626340,CDC documents,polio vaccine,0.255622218635
626358,CDC documents,vaccination issue,0.255622218635
626394,CDC documents,statistics,0.258317766807
626395,CDC documents,conflict of interest,0.258317766807
626400,CDC documents,lives of children,0.255622218635
626423,CDC documents,black lives matter,0.255622218635
626436,CDC documents,number of measles cases,0.255622218635
626446,CDC documents,Rep. Bill Posey,0.255622218635
626452,CDC documents,autism,0.255622218635
626453,CDC documents,state level,0.258317766807
626459,CDC documents,vaccines are safe,0.513939985443
626484,CDC documents,Baby Boom,0.255622218635
626490,CDC documents,measles cases,0.255622218635
626501,CDC documents,fraudulent,0.258317766807
626511,CDC documents,deceitful social engineering,0.258317766807
626523,cellular toxicity,neurological disorders,0.250690398439
626530,cellular toxicity,fetal toxin,0.250690398439
626586,cellular toxicity,pharmaceutical companies,0.250690398439
626643,cellular toxicity,mercury based preservative,0.250690398439
626657,cellular toxicity,autism,0.250690398439
626661,cellular toxicity,metal compounds,0.250690398439
626696,cellular toxicity,The Vaccine and Autism Congressional Hearing,0.250690398439
626745,benefit,African women,0.219089332814
626755,benefit,compromised immunity,0.219089332814
626759,benefit,schedule,0.219089332814
626784,benefit,Americans,0.219089332814
626788,benefit,Big Pharma,0.219089332814
626807,benefit,heavy metals,0.219089332814
626818,benefit,righteous anger,0.219089332814
626854,benefit,unsafe,0.219089332814
626861,benefit,autism,0.219089332814
626870,benefit,SB 277,0.219089332814
626886,benefit,students,0.219089332814
626888,benefit,vaccine-injured children,0.219089332814
626958,shingles risk,compromised immunity,0.37892318169
626974,shingles risk,pig gelatin,0.37892318169
627333,swine flu panic campaign,vaccine efficacy,0.255622218635
627337,swine flu panic campaign,neurological disorders,0.255622218635
627351,swine flu panic campaign,link,0.255622218635
627355,swine flu panic campaign,polio vaccine,0.255622218635
627373,swine flu panic campaign,vaccination issue,0.255622218635
627415,swine flu panic campaign,lives of children,0.255622218635
627438,swine flu panic campaign,black lives matter,0.255622218635
627451,swine flu panic campaign,number of measles cases,0.255622218635
627461,swine flu panic campaign,Rep. Bill Posey,0.255622218635
627467,swine flu panic campaign,autism,0.255622218635
627474,swine flu panic campaign,vaccines are safe,0.255622218635
627499,swine flu panic campaign,Baby Boom,0.255622218635
627505,swine flu panic campaign,measles cases,0.255622218635
627534,polio vaccine,vaccine efficacy,0.59524549053
627536,polio vaccine,diptheria vaccine,0.352956123865
627538,polio vaccine,neurological disorders,0.255622218635
627541,polio vaccine,vaccine results,0.339623271895
627552,polio vaccine,link,0.255622218635
627557,polio vaccine,measles vaccine,0.352956123865
627573,polio vaccine,vaccination issue,0.255622218635
627582,polio vaccine,whistleblowers,0.339623271895
627615,polio vaccine,lives of children,0.255622218635
627627,polio vaccine,measles mortality,0.352956123865
627638,polio vaccine,black lives matter,0.255622218635
627651,polio vaccine,number of measles cases,0.255622218635
627661,polio vaccine,Rep. Bill Posey,0.255622218635
627667,polio vaccine,autism,0.255622218635
627674,polio vaccine,vaccines are safe,0.255622218635
627677,polio vaccine,bone cancer,0.352956123865
627686,polio vaccine,pertussis vaccine,0.352956123865
627698,polio vaccine,Baby Boom,0.255622218635
627704,polio vaccine,measles cases,0.6085783425
627721,polio vaccine,lung cancer,0.352956123865
627723,polio vaccine,cancer-causing,0.352956123865
627927,measles vaccine,runny nose,0.339623271895
627952,measles vaccine,diptheria vaccine,0.352956123865
627959,measles vaccine,death from car accident,0.345976256261
627967,measles vaccine,red spots on body,0.339623271895
628011,measles vaccine,good bacteria,0.558110626551
628023,measles vaccine,cod-liver oil,0.685599528156
628031,measles vaccine,poor access to medical care,0.339623271895
628061,measles vaccine,autism,0.339623271895
628081,measles vaccine,pertussis vaccine,0.352956123865
628099,measles vaccine,measles cases,0.698932380126
628101,measles vaccine,Royal Navy records,0.51389834237
628102,measles vaccine,pro-vaccination,0.51389834237
628164,think globally act locally,vaccination issue,0.434294481903
628185,think globally act locally,Big Pharma,0.434294481903
628248,think globally act locally,deaths,0.434294481903
628321,top students,proper protocol,0.345976256261
628354,top students,blatant violations of the Hippocratic Oath,0.345976256261
628448,top students,Baker College nursing school instructors,0.345976256261
628503,top students,Tdap vaccine,0.345976256261
628542,injection of carcinogenic chemicals,compromised immunity,0.558110626551
628715,infant death after vaccination,vaccine efficacy,0.274907577742
628781,infant death after vaccination,delusional,0.274907577742
628782,infant death after vaccination,Andrew Wakefield,0.274907577742
628798,infant death after vaccination,righteous anger,0.339623271895
628802,infant death after vaccination,cod-liver oil,0.274907577742
628813,infant death after vaccination,infant death,0.339623271895
628821,infant death after vaccination,infants,0.274907577742
628836,infant death after vaccination,Baker College nursing school instructors,0.339623271895
628848,infant death after vaccination,vaccines are safe,0.274907577742
628857,infant death after vaccination,you,0.274907577742
628887,infant death after vaccination,informed consent,0.274907577742
628891,infant death after vaccination,Tdap vaccine,0.339623271895
628926,compromised immunity,African women,0.219089332814
628932,compromised immunity,schedule,0.219089332814
628933,compromised immunity,Triton X-100,0.296974204373
628937,compromised immunity,paying bribes,0.296974204373
628944,compromised immunity,pig gelatin,0.37892318169
628945,compromised immunity,solid evidence,0.296974204373
628957,compromised immunity,Americans,0.516063537187
628960,compromised immunity,risk of pneumonia,0.296974204373
628961,compromised immunity,Big Pharma,0.219089332814
628963,compromised immunity,Bush Administration,0.296974204373
628970,compromised immunity,wrong doing,0.296974204373
628971,compromised immunity,benefits of drug,0.296974204373
628979,compromised immunity,heavy metals,0.219089332814
628990,compromised immunity,righteous anger,0.516063537187
629013,compromised immunity,infants,0.296974204373
629015,compromised immunity,falsifying drug study results,0.296974204373
629026,compromised immunity,unsafe,0.219089332814
629033,compromised immunity,autism,0.219089332814
629041,compromised immunity,Polysorbate 80,0.296974204373
629042,compromised immunity,SB 277,0.219089332814
629058,compromised immunity,students,0.219089332814
629060,compromised immunity,vaccine-injured children,0.516063537187
629149,vaccine manufacturer profits,behavior changes,0.369269373069
629154,vaccine manufacturer profits,pharmaceutical companies,0.369269373069
629175,vaccine manufacturer profits,delusions,0.369269373069
629189,vaccine manufacturer profits,ultimate price,0.369269373069
629225,vaccine manufacturer profits,autism,0.369269373069
629249,vaccine manufacturer profits,quality of life,0.369269373069
629282,vaccine manufacturer profits,profits,0.369269373069
629303,school isolation rooms,peer bullying,0.389871245251
629337,school isolation rooms,special needs staff,0.389871245251
629413,school isolation rooms,wander off,0.389871245251
629581,incidence,rare disease,0.455119613313
629585,incidence,complications,0.455119613313
629587,incidence,IV drug abuse,0.455119613313
629600,incidence,Rep. Bill Posey,0.434294481903
629755,death from car accident,cod-liver oil,0.345976256261
629831,death from car accident,measles cases,0.345976256261
630065,schedule,African women,0.219089332814
630092,schedule,Americans,0.219089332814
630096,schedule,Big Pharma,0.219089332814
630115,schedule,heavy metals,0.219089332814
630126,schedule,righteous anger,0.219089332814
630162,schedule,unsafe,0.219089332814
630169,schedule,autism,0.219089332814
630178,schedule,SB 277,0.219089332814
630194,schedule,students,0.219089332814
630195,schedule,vaccine-injured children,0.219089332814
630266,Triton X-100,solid evidence,0.296974204373
630278,Triton X-100,Americans,0.296974204373
630281,Triton X-100,risk of pneumonia,0.296974204373
630284,Triton X-100,pharmaceutical companies,0.296974204373
630335,Triton X-100,infants,0.296974204373
630345,Triton X-100,deaths,0.328458738753
630357,Triton X-100,shingles vaccine ingredients,0.328458738753
630363,Triton X-100,Polysorbate 80,0.625432943126
630438,marketing,African women,0.480898346963
630532,marketing,Rep. Bill Posey,0.480898346963
630574,marketing,Robert F. Kennedy Jr.,0.480898346963
630736,preventable disease,sick,0.434294481903
630784,blatant violations of the Hippocratic Oath,proper protocol,0.345976256261
630900,blatant violations of the Hippocratic Oath,Baker College nursing school instructors,0.345976256261
630954,blatant violations of the Hippocratic Oath,Tdap vaccine,0.345976256261
630986,unsafe,African women,0.219089332814
631010,unsafe,Americans,0.219089332814
631014,unsafe,Big Pharma,0.219089332814
631033,unsafe,heavy metals,0.219089332814
631044,unsafe,righteous anger,0.219089332814
631087,unsafe,autism,0.219089332814
631096,unsafe,SB 277,0.219089332814
631112,unsafe,students,0.219089332814
631113,unsafe,vaccine-injured children,0.219089332814
631222,central nervous system disorders,inflammation of immune system,0.389871245251
631231,central nervous system disorders,human biology,0.389871245251
631270,central nervous system disorders,shingles vaccine ingredients,0.389871245251
631320,central nervous system disorders,rational doctor,0.389871245251
631377,paying bribes,Bush Administration,0.296974204373
631384,paying bribes,wrong doing,0.296974204373
631385,paying bribes,benefits of drug,0.296974204373
631404,paying bribes,righteous anger,0.296974204373
631429,paying bribes,falsifying drug study results,0.296974204373
631473,paying bribes,vaccine-injured children,0.296974204373
631513,vaccine efficacy,deliberate release of toxins,0.328458738753
631514,vaccine efficacy,neurological disorders,0.255622218635
631524,vaccine efficacy,link,0.255622218635
631540,vaccine efficacy,whistleblowers,0.339623271895
631543,vaccine efficacy,mass arrest,0.328458738753
