,u,v,adamic_adar
154463,immune system,preventable disease,0.261189256564
154481,immune system,religion,0.261189256564
154499,immune system,world,0.417032391424
154510,immune system,childhood mortality,0.261189256564
154511,immune system,Eagle Mountain International Church,0.261189256564
154513,immune system,health benefits,0.558110626551
154515,immune system,vaccination,0.678221647988
154538,immune system,complications,0.417032391424
154544,immune system,interventions,0.261189256564
154552,immune system,Netherlands Reformed Congregation,0.261189256564
154557,immune system,Mina study,0.558110626551
154558,immune system,immunosuppression,0.678221647988
154570,immune system,state-level policies,0.261189256564
154589,immune system,bad news,0.261189256564
154633,theological issues,Pakistan,0.455119613313
154660,theological issues,Muslim fundamentalists,0.455119613313
154679,theological issues,sterilize Muslims,0.455119613313
154800,triple hit,myth,0.721347520444
154903,triple hit,autism,0.721347520444
154956,pregnant women,promising news,0.389871245251
154957,pregnant women,eliminated virus,0.389871245251
154964,pregnant women,parents,0.480898346963
154983,pregnant women,Western Hemisphere,0.389871245251
155018,pregnant women,vaccine,0.480898346963
155021,pregnant women,world,0.389871245251
155044,pregnant women,HPV vaccine,0.480898346963
155079,pregnant women,new transmission,0.389871245251
155104,pregnant women,religious groups,0.389871245251
155114,pregnant women,German measles,0.389871245251
155120,pregnant women,overseas,0.389871245251
155133,Mina study,vaccine safety,0.558110626551
155138,Mina study,personal belief reasons,0.254334778144
155152,Mina study,sexually active,0.254334778144
155161,Mina study,vaccine delay,0.254334778144
155174,Mina study,measles vaccine,1.45658064555
155175,Mina study,developmental disability,0.254334778144
155176,Mina study,infectious disease,0.254334778144
155182,Mina study,side effects,0.254334778144
155192,Mina study,Johns Hopkins University,0.721347520444
155208,Mina study,religious beliefs,0.254334778144
155213,Mina study,HPV vaccine,0.480898346963
155226,Mina study,scheduled appointment,0.254334778144
155227,Mina study,vaccine success,0.254334778144
155235,Mina study,Tdap vaccine,0.254334778144
155245,Mina study,autism,0.254334778144
155252,Mina study,SB 277,0.254334778144
155257,Mina study,driving factors,0.254334778144
155259,Mina study,daughters,0.254334778144
155260,Mina study,sense of urgency,0.254334778144
155275,Mina study,friends,0.254334778144
155279,Mina study,peers,0.254334778144
155293,immunosuppression,unvaccinated children,0.261189256564
155297,immunosuppression,eliminated virus,0.261189256564
155299,immunosuppression,Dutch Bible belt,0.261189256564
155304,immunosuppression,parents,0.261189256564
155305,immunosuppression,rubella elimination,0.261189256564
155307,immunosuppression,anti-vaccine eugenics community,0.261189256564
155312,immunosuppression,victims,0.261189256564
155324,immunosuppression,immunity,0.261189256564
155325,immunosuppression,preventable disease,0.261189256564
155343,immunosuppression,religion,0.261189256564
155344,immunosuppression,measles vaccine,0.721347520444
155361,immunosuppression,world,0.417032391424
155372,immunosuppression,childhood mortality,0.982536777009
155373,immunosuppression,Eagle Mountain International Church,0.261189256564
155377,immunosuppression,vaccination,0.678221647988
155399,immunosuppression,complications,0.417032391424
155405,immunosuppression,interventions,0.261189256564
155414,immunosuppression,Netherlands Reformed Congregation,0.261189256564
155429,immunosuppression,state-level policies,0.261189256564
155448,immunosuppression,bad news,0.261189256564
155456,immunosuppression,immune protection,0.261189256564
155467,new transmission,promising news,0.389871245251
155468,new transmission,eliminated virus,0.389871245251
155494,new transmission,Western Hemisphere,0.389871245251
155532,new transmission,world,0.389871245251
155613,new transmission,religious groups,0.389871245251
155623,new transmission,German measles,0.389871245251
155629,new transmission,overseas,0.389871245251
155653,vaccines are safe,myth,0.417032391424
155733,vaccines are safe,reassurance,0.417032391424
155743,vaccines are safe,money,0.417032391424
155794,vaccines are safe,immune protection,0.417032391424
155832,one dose Gardasil,sexually active,0.51389834237
155893,one dose Gardasil,HPV vaccine,0.51389834237
155944,one dose Gardasil,HPV,0.51389834237
156011,new strategies,vaccination rate,0.434294481903
156030,new strategies,children with cancer,0.389871245251
156053,new strategies,vaccination,0.389871245251
156054,new strategies,outbreaks,0.389871245251
156081,new strategies,interventions,0.824165727155
156137,GlaxoSmithKline,reduced effectiveness,0.558110626551
156213,GlaxoSmithKline,safety concern,0.558110626551
156302,state-level policies,unvaccinated children,0.261189256564
156306,state-level policies,eliminated virus,0.261189256564
156308,state-level policies,Dutch Bible belt,0.261189256564
156313,state-level policies,parents,0.819299883115
156314,state-level policies,rubella elimination,0.261189256564
156316,state-level policies,anti-vaccine eugenics community,0.261189256564
156321,state-level policies,victims,0.261189256564
156333,state-level policies,immunity,0.261189256564
156334,state-level policies,preventable disease,0.261189256564
156352,state-level policies,religion,0.261189256564
156379,state-level policies,childhood mortality,0.819299883115
156380,state-level policies,Eagle Mountain International Church,0.261189256564
156384,state-level policies,vaccination,1.30019823008
156411,state-level policies,interventions,0.261189256564
156420,state-level policies,Netherlands Reformed Congregation,0.261189256564
156451,state-level policies,bad news,0.261189256564
156459,state-level policies,immune protection,0.261189256564
156480,daughters,personal belief reasons,0.254334778144
156502,daughters,vaccine delay,0.254334778144
156515,daughters,measles vaccine,0.254334778144
156516,daughters,developmental disability,0.254334778144
156517,daughters,infectious disease,0.254334778144
156523,daughters,side effects,0.254334778144
156549,daughters,religious beliefs,0.254334778144
156566,daughters,scheduled appointment,0.254334778144
156567,daughters,vaccine success,0.254334778144
156575,daughters,Tdap vaccine,0.254334778144
156586,daughters,autism,0.254334778144
156589,daughters,SB 277,0.254334778144
156594,daughters,driving factors,0.254334778144
156595,daughters,sexually active,0.254334778144
156597,daughters,sense of urgency,0.254334778144
156612,daughters,friends,0.254334778144
156616,daughters,peers,0.254334778144
156642,home-school,personal belief reasons,0.51389834237
156673,home-school,vaccinated children,0.480898346963
156710,home-school,religious beliefs,0.51389834237
156750,home-school,SB 277,0.51389834237
156806,protect the kid next to you,hospitalizations,0.267546386419
156824,protect the kid next to you,Dutch reformed churches,0.267546386419
156838,protect the kid next to you,religion,0.267546386419
156841,protect the kid next to you,infectious disease,0.267546386419
156847,protect the kid next to you,children with cancer,0.267546386419
156865,protect the kid next to you,childhood mortality,0.267546386419
156870,protect the kid next to you,outbreaks,0.267546386419
156878,protect the kid next to you,social norms,0.267546386419
156902,protect the kid next to you,sibling,0.267546386419
156914,protect the kid next to you,whooping cough,0.267546386419
156932,protect the kid next to you,religious groups,0.267546386419
156962,HPV,parents,0.389871245251
156977,HPV,vaccinated girls,0.455119613313
156996,HPV,HPV strains,1.30011047188
157026,HPV,health benefits,0.389871245251
157035,HPV,HPV vaccine,1.69036547613
157075,HPV,sexually active,1.69036547613
157083,HPV,HPV infection,0.455119613313
157115,multi-site protection,high-risk types of HPV,0.3001016285
157185,multi-site protection,health benefits,0.3001016285
157196,multi-site protection,preventing cancer,0.3001016285
157200,multi-site protection,boys,0.3001016285
157203,multi-site protection,reduction in HPV,0.3001016285
157214,multi-site protection,Tdap vaccine,0.3001016285
157242,multi-site protection,HPV infection,0.3001016285
157260,multi-site protection,partial protection,1.02144914894
157272,reduction in HPV,high-risk types of HPV,0.3001016285
157343,reduction in HPV,health benefits,0.3001016285
157354,reduction in HPV,preventing cancer,0.3001016285
157358,reduction in HPV,boys,0.3001016285
157371,reduction in HPV,Tdap vaccine,0.3001016285
157399,reduction in HPV,HPV infection,0.3001016285
157418,reduction in HPV,partial protection,0.3001016285
157434,risk of fainting,parents,0.258317766807
157446,risk of fainting,minor symptoms,0.258317766807
157453,risk of fainting,preventable disease,0.258317766807
157456,risk of fainting,people,0.258317766807
157477,risk of fainting,serogroup C,0.417032391424
157478,risk of fainting,serogroup B,0.417032391424
157479,risk of fainting,side effects,0.417032391424
157483,risk of fainting,serogroup Y,0.417032391424
157513,risk of fainting,funds,0.258317766807
157515,risk of fainting,Robert F. Kennedy Jr.,0.258317766807
157517,risk of fainting,link,0.258317766807
157532,risk of fainting,vaccinated individuals,0.258317766807
157535,risk of fainting,health care,0.258317766807
157540,risk of fainting,autism,0.258317766807
157543,risk of fainting,SB 277,0.258317766807
157550,risk of fainting,immunity,0.258317766807
157562,risk of fainting,religious groups,0.258317766807
157581,bad news,unvaccinated children,0.261189256564
157585,bad news,eliminated virus,0.261189256564
157587,bad news,Dutch Bible belt,0.261189256564
157592,bad news,parents,0.261189256564
157593,bad news,rubella elimination,0.261189256564
157595,bad news,anti-vaccine eugenics community,0.261189256564
157600,bad news,victims,0.261189256564
157611,bad news,preventable disease,0.261189256564
157629,bad news,religion,0.261189256564
157655,bad news,childhood mortality,0.261189256564
157656,bad news,Eagle Mountain International Church,0.261189256564
157660,bad news,vaccination,0.261189256564
157685,bad news,interventions,0.261189256564
157694,bad news,Netherlands Reformed Congregation,0.261189256564
157707,bad news,immunity,0.261189256564
157731,bad news,immune protection,0.261189256564
157747,family tax benefit,vaccine safety,0.434294481903
157838,family tax benefit,childcare rebate,0.434294481903
157841,family tax benefit,adults,0.434294481903
157904,party lines,vaccine requirements,0.339623271895
157905,party lines,parents,0.339623271895
157985,party lines,republicans,0.339623271895
158024,party lines,Governor Jerry Brown,0.339623271895
158205,German measles,promising news,0.389871245251
158206,German measles,eliminated virus,0.389871245251
158230,German measles,Western Hemisphere,0.389871245251
158266,German measles,world,0.389871245251
158338,German measles,religious groups,0.389871245251
158351,German measles,overseas,0.389871245251
158365,harmful association,parents,0.333808200695
158398,harmful association,vaccinated children,0.712731382385
158468,harmful association,sibling with autism,0.558110626551
158587,fever,expected,0.62133493456
158626,fever,immunity,0.62133493456
158660,partial protection,high-risk types of HPV,0.3001016285
158729,partial protection,health benefits,0.3001016285
158740,partial protection,preventing cancer,0.3001016285
158744,partial protection,boys,0.3001016285
158755,partial protection,Tdap vaccine,0.3001016285
158783,partial protection,HPV infection,0.3001016285
158812,republicans,vaccine requirements,0.339623271895
158813,republicans,parents,0.339623271895
158928,republicans,Governor Jerry Brown,0.339623271895
158960,prevention,parents,0.417032391424
159130,mumps vaccine,hepatitis A vaccine,0.721347520444
159244,unvaccinated children,eliminated virus,0.261189256564
159246,unvaccinated children,Dutch Bible belt,0.261189256564
159250,unvaccinated children,vaccine requirements,1.44269504089
159251,unvaccinated children,parents,0.261189256564
159252,unvaccinated children,rubella elimination,0.261189256564
159253,unvaccinated children,at-risk vaccinated children,0.389871245251
159254,unvaccinated children,anti-vaccine eugenics community,0.261189256564
159259,unvaccinated children,victims,0.261189256564
159269,unvaccinated children,preventable disease,0.261189256564
159271,unvaccinated children,children at higher risk for autism,0.389871245251
159285,unvaccinated children,religion,0.261189256564
159288,unvaccinated children,infectious disease,0.558110626551
159312,unvaccinated children,childhood mortality,0.261189256564
159313,unvaccinated children,Eagle Mountain International Church,0.261189256564
159317,unvaccinated children,vaccination,1.20917112837
159340,unvaccinated children,interventions,0.261189256564
159344,unvaccinated children,evidence,0.389871245251
159348,unvaccinated children,Netherlands Reformed Congregation,0.261189256564
159351,unvaccinated children,autism,0.558110626551
159361,unvaccinated children,immunity,0.261189256564
159381,unvaccinated children,immune protection,0.261189256564
159456,reduced effectiveness,safety concern,0.558110626551
159676,promising news,eliminated virus,0.389871245251
159700,promising news,Western Hemisphere,0.389871245251
159735,promising news,world,0.389871245251
159804,promising news,religious groups,0.389871245251
159814,promising news,overseas,0.389871245251
159819,eliminated virus,Dutch Bible belt,0.261189256564
159824,eliminated virus,parents,0.261189256564
159825,eliminated virus,rubella elimination,0.261189256564
159827,eliminated virus,anti-vaccine eugenics community,0.261189256564
159832,eliminated virus,victims,0.261189256564
159837,eliminated virus,world,0.389871245251
159841,eliminated virus,Western Hemisphere,0.389871245251
159842,eliminated virus,preventable disease,0.261189256564
159859,eliminated virus,religion,0.261189256564
159885,eliminated virus,childhood mortality,0.261189256564
159886,eliminated virus,Eagle Mountain International Church,0.261189256564
159890,eliminated virus,vaccination,0.882524191124
159912,eliminated virus,interventions,0.261189256564
159920,eliminated virus,Netherlands Reformed Congregation,0.261189256564
159933,eliminated virus,immunity,0.261189256564
159944,eliminated virus,religious groups,0.389871245251
159950,eliminated virus,Amish,0.62133493456
159952,eliminated virus,immune protection,0.261189256564
159955,eliminated virus,overseas,0.389871245251
160104,Dutch Bible belt,parents,0.261189256564
160105,Dutch Bible belt,rubella elimination,0.261189256564
160107,Dutch Bible belt,anti-vaccine eugenics community,0.261189256564
160112,Dutch Bible belt,victims,0.261189256564
160122,Dutch Bible belt,preventable disease,0.261189256564
160139,Dutch Bible belt,religion,0.261189256564
160165,Dutch Bible belt,childhood mortality,0.261189256564
160166,Dutch Bible belt,Eagle Mountain International Church,0.261189256564
160170,Dutch Bible belt,vaccination,0.261189256564
160192,Dutch Bible belt,interventions,0.261189256564
160200,Dutch Bible belt,Netherlands Reformed Congregation,0.261189256564
160213,Dutch Bible belt,immunity,0.261189256564
160233,Dutch Bible belt,immune protection,0.261189256564
160307,high-risk types of HPV,health benefits,0.3001016285
160318,high-risk types of HPV,preventing cancer,0.3001016285
160321,high-risk types of HPV,boys,0.3001016285
160358,high-risk types of HPV,HPV infection,0.3001016285
160375,high-risk types of HPV,Tdap vaccine,0.3001016285
160453,cervix,HPV vaccine,0.62133493456
160499,cervix,mouth,0.62133493456
160534,sterilize Muslims,Pakistan,0.455119613313
160558,sterilize Muslims,Muslim fundamentalists,1.07645454787
160595,sterilize Muslims,Robert F. Kennedy Jr.,0.62133493456
160668,vaccine safety,JAMA study,0.910239226627
160676,vaccine safety,Dutch reformed churches,0.333808200695
160680,vaccine safety,vaccination rate,0.333808200695
160694,vaccine safety,Muslim fundamentalists,0.333808200695
160717,vaccine safety,health benefits,0.558110626551
160719,vaccine safety,vaccination,0.333808200695
160720,vaccine safety,outbreaks,0.333808200695
160738,vaccine safety,childcare rebate,0.434294481903
160740,vaccine safety,adults,0.434294481903
160762,vaccine safety,rubella,0.333808200695
160777,vaccine safety,Amish,0.333808200695
160791,whooping cough,hospitalizations,0.267546386419
160808,whooping cough,Dutch reformed churches,0.267546386419
160823,whooping cough,infectious disease,0.267546386419
160829,whooping cough,children with cancer,0.267546386419
160833,whooping cough,whooping cough vaccine,0.480898346963
160845,whooping cough,childhood mortality,0.267546386419
160849,whooping cough,outbreaks,0.781444728789
160857,whooping cough,social norms,0.267546386419
160875,whooping cough,sibling,0.267546386419
160903,whooping cough,religious groups,0.267546386419
160915,whooping cough,Tdap vaccine,0.480898346963
160918,parents,rubella elimination,0.261189256564
160920,parents,anti-vaccine eugenics community,0.261189256564
160924,parents,victims,0.261189256564
160928,parents,minor symptoms,0.258317766807
160930,parents,JAMA study,0.662266939448
160934,parents,preventable disease,0.519507023372
160936,parents,children at higher risk for autism,0.662266939448
160937,parents,people,0.611273890672
160941,parents,vaccination rate,0.360673760222
160942,parents,run down feeling,0.389871245251
160948,parents,vaccinated children,1.24404742732
160949,parents,HPV strains,0.389871245251
160950,parents,religion,0.261189256564
160960,parents,vaccine,0.480898346963
160961,parents,Cervarix,0.389871245251
160962,parents,Jill Hennessy,0.558110626551
160971,parents,childhood mortality,1.15310808381
160972,parents,Eagle Mountain International Church,0.651060501816
160974,parents,health benefits,1.2817900725
160976,parents,vaccination,1.17997364334
160978,parents,fast,0.558110626551
160979,parents,early education,0.333808200695
160982,parents,HPV vaccine,2.38169142852
160986,parents,funds,0.258317766807
160987,parents,Robert F. Kennedy Jr.,0.258317766807
160988,parents,boys,0.903769587621
160989,parents,link,0.258317766807
160994,parents,vaccination policy,0.721347520444
160995,parents,adults,0.328458738753
160996,parents,interventions,0.261189256564
160998,parents,sales,0.333808200695
160999,parents,vaccinated individuals,0.258317766807
161000,parents,evidence,0.886569365304
161002,parents,health care,0.592125967503
161003,parents,exist,0.328458738753
161004,parents,Netherlands Reformed Congregation,0.261189256564
161009,parents,California governor,1.44269504089
161011,parents,vaccine requirements,2.49390992584
161013,parents,immunity,0.519507023372
161017,parents,Governor Jerry Brown,0.339623271895
161023,parents,Early Childhood Australia,1.279458147
161024,parents,religious groups,0.648189012059
161029,parents,immune protection,0.261189256564
161036,rubella elimination,anti-vaccine eugenics community,0.261189256564
161041,rubella elimination,victims,0.261189256564
161051,rubella elimination,preventable disease,0.261189256564
161068,rubella elimination,religion,0.261189256564
161070,rubella elimination,developmental disability,0.417032391424
161093,rubella elimination,childhood mortality,0.261189256564
161094,rubella elimination,Eagle Mountain International Church,0.261189256564
161098,rubella elimination,vaccination,0.261189256564
161120,rubella elimination,interventions,0.261189256564
161128,rubella elimination,Netherlands Reformed Congregation,0.261189256564
161131,rubella elimination,autism,0.417032391424
161141,rubella elimination,immunity,0.261189256564
161161,rubella elimination,immune protection,0.261189256564
161162,rubella elimination,environmental trigger,0.417032391424
161185,at-risk vaccinated children,children at higher risk for autism,0.389871245251
161198,at-risk vaccinated children,vaccinated children,0.389871245251
161230,at-risk vaccinated children,vaccination,0.389871245251
161256,at-risk vaccinated children,evidence,0.389871245251
161304,anti-vaccine eugenics community,victims,0.261189256564
161314,anti-vaccine eugenics community,preventable disease,0.261189256564
161331,anti-vaccine eugenics community,religion,0.261189256564
161356,anti-vaccine eugenics community,childhood mortality,0.261189256564
161357,anti-vaccine eugenics community,Eagle Mountain International Church,0.261189256564
161361,anti-vaccine eugenics community,vaccination,0.261189256564
161383,anti-vaccine eugenics community,interventions,0.261189256564
161391,anti-vaccine eugenics community,Netherlands Reformed Congregation,0.261189256564
161404,anti-vaccine eugenics community,immunity,0.261189256564
161424,anti-vaccine eugenics community,immune protection,0.261189256564
161450,personal belief reasons,vaccine delay,0.254334778144
161462,personal belief reasons,measles vaccine,0.254334778144
161463,personal belief reasons,developmental disability,0.254334778144
161464,personal belief reasons,infectious disease,0.254334778144
161469,personal belief reasons,side effects,0.254334778144
161487,personal belief reasons,Eagle Mountain International Church,0.389871245251
161493,personal belief reasons,religious beliefs,1.15810436577
161508,personal belief reasons,vaccine success,0.254334778144
161524,personal belief reasons,autism,0.254334778144
161527,personal belief reasons,SB 277,0.768233120514
161531,personal belief reasons,driving factors,0.254334778144
161532,personal belief reasons,sexually active,0.254334778144
161534,personal belief reasons,sense of urgency,0.254334778144
161547,personal belief reasons,friends,0.254334778144
161550,personal belief reasons,peers,0.254334778144
161552,personal belief reasons,scheduled appointment,0.254334778144
161557,personal belief reasons,Tdap vaccine,0.254334778144
161576,hospitalizations,Dutch reformed churches,0.267546386419
161589,hospitalizations,religion,0.267546386419
161592,hospitalizations,infectious disease,0.267546386419
161598,hospitalizations,children with cancer,0.267546386419
161614,hospitalizations,childhood mortality,0.267546386419
161619,hospitalizations,outbreaks,0.267546386419
161627,hospitalizations,social norms,0.267546386419
161645,hospitalizations,sibling,0.267546386419
161673,hospitalizations,religious groups,0.267546386419
161895,insurance claims,vaccine debate,0.62133493456
161951,victims,preventable disease,0.261189256564
161968,victims,religion,0.261189256564
161993,victims,childhood mortality,0.261189256564
161994,victims,Eagle Mountain International Church,0.261189256564
161998,victims,vaccination,0.261189256564
162020,victims,interventions,0.261189256564
162028,victims,Netherlands Reformed Congregation,0.261189256564
162041,victims,immunity,0.261189256564
162061,victims,immune protection,0.261189256564
162066,myth,money,0.417032391424
162137,myth,reassurance,0.417032391424
162155,myth,autism,0.721347520444
162185,myth,immune protection,0.417032391424
162192,Gardasil 4,Gardasil 9,0.51389834237
162231,Gardasil 4,Cervarix,0.51389834237
162259,Gardasil 4,boys,0.51389834237
162354,Gardasil 9,Cervarix,0.51389834237
162382,Gardasil 9,boys,0.51389834237
162444,minor symptoms,preventable disease,0.258317766807
162447,minor symptoms,people,0.258317766807
162501,minor symptoms,funds,0.258317766807
162502,minor symptoms,Robert F. Kennedy Jr.,0.258317766807
162504,minor symptoms,link,0.258317766807
162515,minor symptoms,vaccinated individuals,0.258317766807
162518,minor symptoms,health care,0.258317766807
162521,minor symptoms,meningococcal disease symptoms,1.44269504089
162523,minor symptoms,autism,0.258317766807
162526,minor symptoms,SB 277,0.258317766807
162544,minor symptoms,religious groups,0.258317766807
162617,vaccinated girls,HPV vaccine,0.889414095217
162652,vaccinated girls,sexually active,0.889414095217
162660,vaccinated girls,HPV infection,0.889414095217
162685,JAMA study,children at higher risk for autism,0.328458738753
162689,JAMA study,vaccine delay,0.333808200695
162701,JAMA study,measles vaccine,0.333808200695
162702,JAMA study,developmental disability,0.333808200695
162734,JAMA study,early education,0.333808200695
162751,JAMA study,adults,0.328458738753
162755,JAMA study,evidence,0.328458738753
162757,JAMA study,health care,0.333808200695
162758,JAMA study,exist,0.328458738753
162762,JAMA study,autism,0.333808200695
162768,JAMA study,vaccine requirements,0.333808200695
162882,projects,National Institutes of Health,0.62133493456
162940,Pakistan,Muslim fundamentalists,0.455119613313
163034,Western Hemisphere,world,0.389871245251
163136,Western Hemisphere,religious groups,0.389871245251
163147,Western Hemisphere,overseas,0.389871245251
163149,side effects,money,0.30692767643
163157,side effects,vaccine delay,0.254334778144
163167,side effects,religion,0.30692767643
163168,side effects,measles vaccine,0.254334778144
163169,side effects,developmental disability,0.561262454574
163170,side effects,infectious disease,0.254334778144
163173,side effects,serogroup C,0.417032391424
163174,side effects,serogroup B,0.417032391424
163178,side effects,serogroup Y,0.417032391424
163192,side effects,Eagle Mountain International Church,0.30692767643
163198,side effects,religious beliefs,0.254334778144
163213,side effects,vaccine success,0.254334778144
163227,side effects,meningococcal disease symptoms,1.44269504089
163229,side effects,autism,0.561262454574
163232,side effects,SB 277,0.561262454574
163237,side effects,driving factors,0.254334778144
163238,side effects,sexually active,0.254334778144
163240,side effects,sense of urgency,0.254334778144
163245,side effects,time,0.30692767643
163251,side effects,religious groups,0.30692767643
163253,side effects,friends,0.254334778144
163256,side effects,peers,0.254334778144
163258,side effects,scheduled appointment,0.254334778144
163263,side effects,Tdap vaccine,0.254334778144
163392,children at higher risk for autism,vaccinated children,0.723679445947
163423,children at higher risk for autism,vaccination,0.389871245251
163444,children at higher risk for autism,adults,0.328458738753
163449,children at higher risk for autism,evidence,0.718329984004
163452,children at higher risk for autism,exist,0.328458738753
163491,people,preventable disease,0.258317766807
163545,people,funds,0.258317766807
163546,people,Robert F. Kennedy Jr.,0.258317766807
163548,people,link,0.258317766807
163559,people,vaccinated individuals,0.258317766807
163562,people,health care,0.258317766807
163567,people,autism,0.258317766807
163570,people,SB 277,0.611273890672
163577,people,immunity,0.258317766807
163589,people,religious groups,0.258317766807
163616,Dutch reformed churches,religion,0.267546386419
163619,Dutch reformed churches,infectious disease,0.267546386419
163621,Dutch reformed churches,Muslim fundamentalists,1.05515572114
163624,Dutch reformed churches,children with cancer,0.267546386419
163640,Dutch reformed churches,childhood mortality,0.267546386419
163645,Dutch reformed churches,outbreaks,0.601354587114
163653,Dutch reformed churches,social norms,0.267546386419
163671,Dutch reformed churches,sibling,0.267546386419
163689,Dutch reformed churches,rubella,0.333808200695
163704,Dutch reformed churches,Amish,1.05515572114
163716,vaccine delay,vaccination rate,0.558110626551
163726,vaccine delay,measles vaccine,0.588142978839
163727,vaccine delay,developmental disability,0.588142978839
163728,vaccine delay,infectious disease,0.254334778144
163742,vaccine delay,Dr. Mark Schleiss,0.721347520444
163756,vaccine delay,religious beliefs,0.254334778144
163757,vaccine delay,fast,0.558110626551
163758,vaccine delay,early education,0.333808200695
163759,vaccine delay,Dr. Bill Adams,1.44269504089
163761,vaccine delay,HPV vaccine,0.558110626551
163771,vaccine delay,vaccine success,0.254334778144
163782,vaccine delay,health care,0.333808200695
163787,vaccine delay,autism,0.588142978839
163790,vaccine delay,SB 277,0.254334778144
163791,vaccine delay,California governor,0.51389834237
163793,vaccine delay,vaccine requirements,0.891918827247
163795,vaccine delay,driving factors,0.254334778144
163796,vaccine delay,sexually active,0.254334778144
163798,vaccine delay,sense of urgency,0.254334778144
163811,vaccine delay,friends,0.254334778144
163814,vaccine delay,peers,0.254334778144
163816,vaccine delay,scheduled appointment,0.254334778144
163821,vaccine delay,Tdap vaccine,0.254334778144
163911,hepatitis A vaccine,varicella vaccine,2.73071767988
163949,vaccination rate,Muslim fundamentalists,0.333808200695
163973,vaccination rate,vaccination,1.31581689548
163974,vaccination rate,outbreaks,0.333808200695
163995,vaccination rate,interventions,0.434294481903
164014,vaccination rate,driving factors,0.360673760222
164018,vaccination rate,rubella,0.333808200695
164033,vaccination rate,Amish,0.333808200695
164389,nervous system problems,deafness,0.62133493456
164449,nervous system problems,loss of limb,0.62133493456
164491,long-term disabilities,carrier,0.303413075542
164502,long-term disabilities,outbreaks,0.303413075542
164564,long-term disabilities,serogroups,0.303413075542
164641,Governor Jerry Brown,vaccine requirements,0.339623271895
164656,Governor Jerry Brown,religious groups,0.455119613313
164704,vaccinated children,vaccination,0.389871245251
164730,vaccinated children,evidence,0.389871245251
164801,HPV strains,health benefits,0.389871245251
164816,HPV strains,boys,0.389871245251
164870,religion,money,0.30692767643
164872,religion,preventable disease,0.261189256564
164876,religion,developmental disability,0.30692767643
164877,religion,infectious disease,0.267546386419
164882,religion,children with cancer,0.267546386419
164898,religion,childhood mortality,0.528735642983
164899,religion,Eagle Mountain International Church,0.568116932994
164900,religion,one child,0.62133493456
164910,religion,social norms,0.267546386419
164923,religion,interventions,0.261189256564
164928,religion,sibling,0.267546386419
164931,religion,Netherlands Reformed Congregation,0.261189256564
164934,religion,autism,0.30692767643
164937,religion,SB 277,0.787826023393
164943,religion,immunity,0.261189256564
164949,religion,time,0.30692767643
164955,religion,religious groups,1.08837240522
164963,religion,immune protection,0.261189256564
164972,measles vaccine,driving factors,0.254334778144
164973,measles vaccine,developmental disability,0.588142978839
164974,measles vaccine,infectious disease,1.53379292514
164987,measles vaccine,Johns Hopkins University,0.721347520444
164998,measles vaccine,vaccination,0.558110626551
165000,measles vaccine,religious beliefs,0.254334778144
165002,measles vaccine,early education,0.333808200695
165005,measles vaccine,HPV vaccine,0.480898346963
165015,measles vaccine,vaccine success,0.254334778144
165023,measles vaccine,evidence,0.480898346963
165025,measles vaccine,health care,0.333808200695
165030,measles vaccine,autism,1.30949049928
165033,measles vaccine,SB 277,0.254334778144
165036,measles vaccine,vaccine requirements,0.333808200695
165038,measles vaccine,sexually active,0.254334778144
165040,measles vaccine,sense of urgency,0.254334778144
165053,measles vaccine,friends,0.254334778144
165056,measles vaccine,peers,0.254334778144
165058,measles vaccine,scheduled appointment,0.254334778144
165063,measles vaccine,Tdap vaccine,0.254334778144
165064,developmental disability,money,0.30692767643
165068,developmental disability,driving factors,0.254334778144
165069,developmental disability,infectious disease,0.254334778144
165091,developmental disability,Eagle Mountain International Church,0.30692767643
165097,developmental disability,religious beliefs,0.254334778144
165099,developmental disability,early education,0.333808200695
165112,developmental disability,vaccine success,0.254334778144
165123,developmental disability,health care,0.333808200695
165128,developmental disability,autism,1.31210304669
165131,developmental disability,SB 277,0.561262454574
165134,developmental disability,vaccine requirements,0.333808200695
165136,developmental disability,sexually active,0.254334778144
165138,developmental disability,sense of urgency,0.254334778144
165143,developmental disability,time,0.30692767643
165149,developmental disability,religious groups,0.30692767643
165151,developmental disability,friends,0.254334778144
165154,developmental disability,peers,0.254334778144
165156,developmental disability,scheduled appointment,0.254334778144
165158,developmental disability,environmental trigger,0.417032391424
165161,developmental disability,Tdap vaccine,0.254334778144
165166,infectious disease,driving factors,0.254334778144
165171,infectious disease,children with cancer,0.267546386419
165191,infectious disease,outbreaks,0.267546386419
165192,infectious disease,religious beliefs,0.254334778144
165199,infectious disease,social norms,0.267546386419
165207,infectious disease,vaccine success,0.254334778144
165217,infectious disease,sibling,0.267546386419
165223,infectious disease,autism,0.254334778144
165226,infectious disease,SB 277,0.254334778144
165231,infectious disease,sexually active,0.254334778144
165233,infectious disease,sense of urgency,0.254334778144
165244,infectious disease,religious groups,0.267546386419
165246,infectious disease,friends,0.254334778144
165249,infectious disease,peers,0.254334778144
165251,infectious disease,scheduled appointment,0.254334778144
165256,infectious disease,Tdap vaccine,0.254334778144
165380,Muslim fundamentalists,vaccination,0.333808200695
165381,Muslim fundamentalists,outbreaks,0.333808200695
165392,Muslim fundamentalists,Robert F. Kennedy Jr.,0.62133493456
